order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-08405,2022-02-19,2022,Q1,2,February,Latin America,Brazil,Electronics,Tablets,Consumer,1,274.28,274.28,217.26,57.02,20.79
ORD-01550,2022-02-19,2022,Q1,2,February,Latin America,Chile,Electronics,Smartphones,Corporate,1,904.42,904.42,724.13,180.29,19.93
ORD-03014,2022-02-19,2022,Q1,2,February,Asia Pacific,South Korea,Office Supplies,Printers & Ink,Corporate,1,190.57,190.57,109.75,80.82,42.41
ORD-09789,2022-02-19,2022,Q1,2,February,Latin America,Argentina,Furniture,Desks,Government,1,936.12,936.12,684.47,251.65,26.88
ORD-02664,2022-02-19,2022,Q1,2,February,Europe,United Kingdom,Furniture,Lighting,Government,1,187.35,187.35,128.71,58.64,31.3
ORD-08705,2022-02-19,2022,Q1,2,February,Europe,United Kingdom,Office Supplies,Printers & Ink,Consumer,1,29.46,29.46,14.71,14.75,50.05
ORD-02725,2022-02-19,2022,Q1,2,February,Europe,Spain,Furniture,Desks,Consumer,1,352.39,352.39,222.81,129.58,36.77
ORD-04927,2022-02-19,2022,Q1,2,February,Asia Pacific,Japan,Clothing,Sportswear,Corporate,1,87.0,87.0,32.82,54.18,62.28
ORD-01330,2022-02-19,2022,Q1,2,February,Latin America,Brazil,Furniture,Office Chairs,Government,1,718.24,718.24,396.48,321.76,44.8
ORD-09104,2022-02-20,2022,Q1,2,February,Europe,France,Electronics,Accessories,Consumer,1,25.18,25.18,18.03,7.15,28.38
ORD-00972,2022-02-20,2022,Q1,2,February,Asia Pacific,India,Office Supplies,Organizers,Government,4,27.08,108.32,65.34,42.98,39.68
ORD-05909,2022-02-20,2022,Q1,2,February,Latin America,Argentina,Office Supplies,Pens & Markers,Consumer,1,5.34,5.34,2.7,2.64,49.36
ORD-02209,2022-02-20,2022,Q1,2,February,Europe,Germany,Office Supplies,Printers & Ink,Government,1,268.47,268.47,167.74,100.73,37.52
ORD-09308,2022-02-20,2022,Q1,2,February,Europe,Spain,Furniture,Office Chairs,Government,1,673.1,673.1,427.62,245.48,36.47
ORD-04295,2022-02-20,2022,Q1,2,February,Europe,France,Furniture,Office Chairs,Government,1,288.98,288.98,201.14,87.84,30.4
ORD-06743,2022-02-20,2022,Q1,2,February,Asia Pacific,South Korea,Office Supplies,Paper & Notebooks,Small Business,1,23.01,23.01,10.98,12.03,52.29
ORD-03508,2022-02-21,2022,Q1,2,February,North America,Mexico,Furniture,Lighting,Consumer,1,79.2,79.2,44.81,34.39,43.43
ORD-04374,2022-02-21,2022,Q1,2,February,North America,United States,Office Supplies,Paper & Notebooks,Government,1,22.63,22.63,13.36,9.27,40.96
ORD-06434,2022-02-21,2022,Q1,2,February,North America,Mexico,Clothing,Accessories,Small Business,1,11.48,11.48,4.34,7.14,62.18
ORD-07347,2022-02-21,2022,Q1,2,February,Asia Pacific,China,Furniture,Office Chairs,Small Business,1,335.28,335.28,227.5,107.78,32.15
ORD-05316,2022-02-21,2022,Q1,2,February,Europe,France,Clothing,Accessories,Government,1,87.98,87.98,31.36,56.62,64.36
ORD-00464,2022-02-21,2022,Q1,2,February,Latin America,Colombia,Clothing,Formal Wear,Consumer,1,80.75,80.75,47.38,33.37,41.33
ORD-05393,2022-02-21,2022,Q1,2,February,Europe,France,Furniture,Lighting,Corporate,3,181.91,545.73,334.93,210.8,38.63
ORD-08192,2022-02-21,2022,Q1,2,February,Latin America,Chile,Office Supplies,Printers & Ink,Consumer,1,90.78,90.78,54.43,36.35,40.04
ORD-09941,2022-02-21,2022,Q1,2,February,Latin America,Argentina,Clothing,Formal Wear,Government,4,287.16,1148.64,521.87,626.77,54.57
ORD-03146,2022-02-21,2022,Q1,2,February,Europe,Italy,Clothing,Accessories,Corporate,1,43.5,43.5,20.72,22.78,52.36
ORD-00417,2022-02-22,2022,Q1,2,February,Europe,Germany,Clothing,Sportswear,Corporate,1,141.42,141.42,49.59,91.83,64.94
ORD-04735,2022-02-22,2022,Q1,2,February,Latin America,Colombia,Clothing,Sportswear,Small Business,1,94.21,94.21,48.56,45.65,48.46
ORD-08681,2022-02-22,2022,Q1,2,February,North America,United States,Clothing,Formal Wear,Consumer,1,86.91,86.91,45.71,41.2,47.41
ORD-06183,2022-02-22,2022,Q1,2,February,Europe,France,Clothing,Accessories,Government,1,82.0,82.0,44.96,37.04,45.18
ORD-04611,2022-02-22,2022,Q1,2,February,Asia Pacific,China,Office Supplies,Paper & Notebooks,Government,1,40.46,40.46,23.93,16.53,40.84
ORD-02084,2022-02-22,2022,Q1,2,February,Latin America,Chile,Furniture,Storage,Government,3,198.01,594.03,384.73,209.3,35.23
ORD-05603,2022-02-22,2022,Q1,2,February,Europe,Germany,Electronics,Tablets,Consumer,1,274.72,274.72,208.33,66.39,24.17
ORD-07282,2022-02-22,2022,Q1,2,February,Asia Pacific,South Korea,Furniture,Storage,Government,1,285.12,285.12,203.18,81.94,28.74
ORD-07754,2022-02-22,2022,Q1,2,February,Europe,Italy,Electronics,Tablets,Consumer,1,218.79,218.79,156.28,62.51,28.57
ORD-05472,2022-02-22,2022,Q1,2,February,Latin America,Brazil,Electronics,Laptops,Small Business,1,1162.51,1162.51,967.19,195.32,16.8
ORD-09236,2022-02-23,2022,Q1,2,February,Latin America,Chile,Furniture,Office Chairs,Consumer,1,250.7,250.7,142.02,108.68,43.35
ORD-06832,2022-02-23,2022,Q1,2,February,Latin America,Chile,Clothing,Accessories,Corporate,1,27.35,27.35,15.74,11.61,42.44
ORD-01975,2022-02-23,2022,Q1,2,February,Latin America,Chile,Clothing,Casual Wear,Corporate,1,141.41,141.41,68.87,72.54,51.3
ORD-06617,2022-02-23,2022,Q1,2,February,North America,Mexico,Clothing,Casual Wear,Corporate,1,59.1,59.1,25.72,33.38,56.48
ORD-05692,2022-02-23,2022,Q1,2,February,Europe,France,Office Supplies,Pens & Markers,Consumer,1,9.68,9.68,5.93,3.75,38.78
ORD-08810,2022-02-23,2022,Q1,2,February,Latin America,Colombia,Furniture,Lighting,Corporate,1,163.96,163.96,99.76,64.2,39.15
ORD-07134,2022-02-23,2022,Q1,2,February,Latin America,Argentina,Clothing,Sportswear,Small Business,1,102.51,102.51,44.73,57.78,56.37
ORD-09721,2022-02-23,2022,Q1,2,February,Asia Pacific,China,Electronics,Accessories,Small Business,2,86.46,172.92,121.59,51.33,29.68
ORD-00620,2022-02-23,2022,Q1,2,February,Asia Pacific,South Korea,Furniture,Desks,Corporate,2,559.26,1118.52,684.95,433.57,38.76
ORD-00176,2022-02-24,2022,Q1,2,February,Latin America,Brazil,Furniture,Lighting,Small Business,1,60.32,60.32,40.46,19.86,32.93
ORD-00797,2022-02-24,2022,Q1,2,February,North America,Mexico,Electronics,Laptops,Government,4,2943.03,11772.12,9330.64,2441.48,20.74
ORD-04228,2022-02-24,2022,Q1,2,February,Asia Pacific,Japan,Furniture,Lighting,Small Business,1,71.6,71.6,47.8,23.8,33.24
ORD-06024,2022-02-24,2022,Q1,2,February,Asia Pacific,China,Clothing,Formal Wear,Government,1,299.99,299.99,141.62,158.37,52.79
ORD-00983,2022-02-24,2022,Q1,2,February,Europe,Germany,Furniture,Office Chairs,Government,1,325.62,325.62,239.69,85.93,26.39
ORD-09416,2022-02-24,2022,Q1,2,February,North America,Canada,Office Supplies,Printers & Ink,Government,1,148.44,148.44,81.94,66.5,44.8
ORD-06488,2022-02-24,2022,Q1,2,February,North America,United States,Furniture,Desks,Government,1,810.97,810.97,561.69,249.28,30.74
ORD-02051,2022-02-24,2022,Q1,2,February,North America,Mexico,Electronics,Laptops,Corporate,1,2170.36,2170.36,1604.98,565.38,26.05
ORD-07929,2022-02-25,2022,Q1,2,February,Latin America,Chile,Furniture,Storage,Consumer,2,87.84,175.68,110.84,64.84,36.91
ORD-04762,2022-02-25,2022,Q1,2,February,North America,Canada,Furniture,Lighting,Corporate,6,146.67,880.02,656.98,223.04,25.34
ORD-05235,2022-02-25,2022,Q1,2,February,Asia Pacific,China,Furniture,Desks,Small Business,1,187.22,187.22,125.35,61.87,33.04
ORD-02042,2022-02-25,2022,Q1,2,February,Asia Pacific,India,Office Supplies,Pens & Markers,Corporate,1,10.0,10.0,6.35,3.65,36.5
ORD-05366,2022-02-25,2022,Q1,2,February,Latin America,Argentina,Office Supplies,Printers & Ink,Small Business,6,121.51,729.06,415.21,313.85,43.05
ORD-01419,2022-02-25,2022,Q1,2,February,Latin America,Chile,Electronics,Tablets,Government,1,399.62,399.62,303.2,96.42,24.13
ORD-05706,2022-02-25,2022,Q1,2,February,Europe,Italy,Clothing,Casual Wear,Corporate,1,69.01,69.01,29.16,39.85,57.74
ORD-03500,2022-02-25,2022,Q1,2,February,Latin America,Colombia,Electronics,Accessories,Small Business,2,29.35,58.7,42.34,16.36,27.87
ORD-09249,2022-02-26,2022,Q1,2,February,North America,Mexico,Electronics,Smartphones,Government,1,1200.04,1200.04,977.02,223.02,18.58
ORD-03397,2022-02-26,2022,Q1,2,February,North America,Canada,Clothing,Accessories,Government,2,85.3,170.6,100.57,70.03,41.05
ORD-09385,2022-02-26,2022,Q1,2,February,Latin America,Brazil,Office Supplies,Paper & Notebooks,Corporate,1,22.65,22.65,12.87,9.78,43.19
ORD-01577,2022-02-26,2022,Q1,2,February,North America,United States,Office Supplies,Printers & Ink,Small Business,1,150.01,150.01,80.46,69.55,46.36
ORD-09282,2022-02-26,2022,Q1,2,February,Europe,Germany,Electronics,Smartphones,Small Business,4,647.22,2588.88,2091.95,496.93,19.19
ORD-02183,2022-02-26,2022,Q1,2,February,Asia Pacific,Japan,Electronics,Accessories,Small Business,1,63.95,63.95,48.6,15.35,24.0
ORD-05242,2022-02-26,2022,Q1,2,February,North America,Mexico,Office Supplies,Paper & Notebooks,Consumer,1,16.32,16.32,9.63,6.69,40.97
ORD-00373,2022-02-27,2022,Q1,2,February,Europe,France,Furniture,Storage,Small Business,1,183.06,183.06,124.42,58.64,32.03
ORD-07556,2022-02-27,2022,Q1,2,February,North America,Canada,Electronics,Accessories,Small Business,1,39.67,39.67,33.2,6.47,16.32
ORD-07635,2022-02-27,2022,Q1,2,February,Asia Pacific,South Korea,Clothing,Sportswear,Small Business,1,88.44,88.44,32.14,56.3,63.66
ORD-09439,2022-02-27,2022,Q1,2,February,North America,Mexico,Electronics,Laptops,Corporate,1,2485.24,2485.24,1896.39,588.85,23.69
ORD-09268,2022-02-27,2022,Q1,2,February,Latin America,Argentina,Electronics,Laptops,Corporate,1,1869.34,1869.34,1482.69,386.65,20.68
ORD-05127,2022-02-27,2022,Q1,2,February,Latin America,Brazil,Clothing,Formal Wear,Small Business,1,133.24,133.24,59.23,74.01,55.54
ORD-08040,2022-02-27,2022,Q1,2,February,Europe,Germany,Clothing,Accessories,Consumer,5,26.92,134.6,76.38,58.22,43.25
ORD-05944,2022-02-27,2022,Q1,2,February,North America,Mexico,Clothing,Sportswear,Consumer,3,69.59,208.77,106.36,102.41,49.05
ORD-07751,2022-02-27,2022,Q1,2,February,Asia Pacific,India,Electronics,Accessories,Small Business,1,82.04,82.04,67.79,14.25,17.37
ORD-06411,2022-02-28,2022,Q1,2,February,North America,Canada,Furniture,Desks,Consumer,1,105.01,105.01,77.58,27.43,26.12
ORD-05334,2022-02-28,2022,Q1,2,February,Asia Pacific,Japan,Electronics,Accessories,Consumer,1,46.81,46.81,33.27,13.54,28.92
ORD-08815,2022-02-28,2022,Q1,2,February,North America,Mexico,Electronics,Accessories,Government,1,36.5,36.5,26.41,10.09,27.65
ORD-06979,2022-02-28,2022,Q1,2,February,Asia Pacific,China,Furniture,Lighting,Small Business,2,48.26,96.52,70.81,25.71,26.64
ORD-06920,2022-02-28,2022,Q1,2,February,Latin America,Brazil,Office Supplies,Printers & Ink,Corporate,1,210.06,210.06,106.61,103.45,49.25
ORD-07795,2022-03-01,2022,Q1,3,March,Asia Pacific,India,Clothing,Accessories,Consumer,2,35.02,70.04,29.69,40.35,57.61
ORD-08373,2022-03-01,2022,Q1,3,March,Europe,United Kingdom,Electronics,Accessories,Consumer,1,48.47,48.47,40.08,8.39,17.3
ORD-00445,2022-03-01,2022,Q1,3,March,Latin America,Chile,Furniture,Lighting,Small Business,3,105.98,317.94,182.5,135.44,42.6
ORD-04178,2022-03-01,2022,Q1,3,March,North America,Mexico,Office Supplies,Organizers,Corporate,3,42.45,127.35,79.35,48.0,37.69
ORD-03103,2022-03-01,2022,Q1,3,March,North America,United States,Furniture,Desks,Small Business,4,284.86,1139.44,656.56,482.88,42.38
ORD-06236,2022-03-01,2022,Q1,3,March,Asia Pacific,India,Clothing,Formal Wear,Small Business,3,237.03,711.09,316.87,394.22,55.44
ORD-03943,2022-03-01,2022,Q1,3,March,Latin America,Chile,Office Supplies,Paper & Notebooks,Small Business,1,15.82,15.82,8.83,6.99,44.17
ORD-03969,2022-03-02,2022,Q1,3,March,Latin America,Colombia,Office Supplies,Paper & Notebooks,Corporate,1,24.81,24.81,12.94,11.87,47.85
ORD-04121,2022-03-02,2022,Q1,3,March,Latin America,Brazil,Clothing,Accessories,Government,1,45.58,45.58,25.81,19.77,43.37
ORD-01913,2022-03-02,2022,Q1,3,March,North America,United States,Furniture,Desks,Consumer,10,314.44,3144.4,2147.88,996.52,31.69
ORD-01280,2022-03-02,2022,Q1,3,March,North America,Mexico,Electronics,Accessories,Small Business,1,84.04,84.04,67.39,16.65,19.82
ORD-06346,2022-03-02,2022,Q1,3,March,North America,Canada,Office Supplies,Pens & Markers,Consumer,1,11.97,11.97,6.24,5.73,47.84
ORD-09923,2022-03-02,2022,Q1,3,March,Asia Pacific,India,Clothing,Casual Wear,Small Business,1,43.05,43.05,23.14,19.91,46.24
ORD-05830,2022-03-02,2022,Q1,3,March,Europe,Italy,Furniture,Desks,Small Business,1,527.43,527.43,377.23,150.2,28.48
ORD-01943,2022-03-02,2022,Q1,3,March,Europe,France,Office Supplies,Organizers,Consumer,2,27.31,54.62,33.71,20.91,38.28
ORD-08911,2022-03-03,2022,Q1,3,March,Asia Pacific,South Korea,Office Supplies,Printers & Ink,Corporate,2,82.8,165.6,100.82,64.78,39.12
ORD-05252,2022-03-03,2022,Q1,3,March,Europe,Germany,Office Supplies,Printers & Ink,Consumer,6,102.84,617.04,353.75,263.29,42.67
ORD-06980,2022-03-03,2022,Q1,3,March,Europe,France,Office Supplies,Pens & Markers,Government,1,21.73,21.73,13.91,7.82,35.99
ORD-03477,2022-03-03,2022,Q1,3,March,Asia Pacific,China,Furniture,Office Chairs,Consumer,5,210.87,1054.35,729.39,324.96,30.82
ORD-07550,2022-03-03,2022,Q1,3,March,Asia Pacific,Australia,Office Supplies,Pens & Markers,Small Business,2,14.62,29.24,13.46,15.78,53.95
ORD-02140,2022-03-03,2022,Q1,3,March,Latin America,Chile,Clothing,Formal Wear,Consumer,3,97.01,291.03,128.68,162.35,55.78
ORD-07143,2022-03-04,2022,Q1,3,March,Latin America,Chile,Furniture,Desks,Consumer,2,181.11,362.22,265.12,97.1,26.81
ORD-09463,2022-03-04,2022,Q1,3,March,Europe,France,Electronics,Laptops,Consumer,2,743.75,1487.5,1057.91,429.59,28.88
ORD-09403,2022-03-04,2022,Q1,3,March,Asia Pacific,South Korea,Furniture,Lighting,Consumer,1,32.01,32.01,21.07,10.94,34.16
ORD-06085,2022-03-04,2022,Q1,3,March,Europe,Italy,Office Supplies,Pens & Markers,Corporate,1,24.44,24.44,12.61,11.83,48.41
ORD-09493,2022-03-04,2022,Q1,3,March,Asia Pacific,Japan,Electronics,Smartphones,Corporate,1,886.99,886.99,667.21,219.78,24.78
ORD-05345,2022-03-04,2022,Q1,3,March,Europe,United Kingdom,Office Supplies,Organizers,Government,5,89.25,446.25,247.63,198.62,44.51
ORD-02152,2022-03-04,2022,Q1,3,March,North America,Canada,Clothing,Formal Wear,Small Business,1,119.23,119.23,53.91,65.32,54.78
ORD-08990,2022-03-04,2022,Q1,3,March,Latin America,Colombia,Electronics,Tablets,Government,1,435.64,435.64,309.83,125.81,28.88
ORD-00675,2022-03-05,2022,Q1,3,March,North America,United States,Office Supplies,Paper & Notebooks,Small Business,1,9.35,9.35,4.76,4.59,49.04
ORD-00136,2022-03-05,2022,Q1,3,March,Europe,Spain,Electronics,Tablets,Government,1,283.79,283.79,220.83,62.96,22.18
ORD-01247,2022-03-05,2022,Q1,3,March,Latin America,Argentina,Furniture,Storage,Government,1,189.84,189.84,114.25,75.59,39.82
ORD-03778,2022-03-05,2022,Q1,3,March,Europe,United Kingdom,Electronics,Smartphones,Consumer,1,336.19,336.19,277.52,58.67,17.45
ORD-03748,2022-03-05,2022,Q1,3,March,Latin America,Brazil,Electronics,Tablets,Government,1,859.02,859.02,617.1,241.92,28.16
ORD-07847,2022-03-05,2022,Q1,3,March,Asia Pacific,South Korea,Clothing,Accessories,Corporate,3,23.25,69.75,31.52,38.23,54.8
ORD-08124,2022-03-05,2022,Q1,3,March,North America,United States,Electronics,Accessories,Government,1,130.55,130.55,107.5,23.05,17.66
ORD-07390,2022-03-05,2022,Q1,3,March,Europe,United Kingdom,Electronics,Laptops,Consumer,1,948.46,948.46,782.22,166.24,17.53
ORD-08974,2022-03-05,2022,Q1,3,March,North America,United States,Office Supplies,Paper & Notebooks,Small Business,1,23.02,23.02,14.64,8.38,36.39
ORD-00932,2022-03-05,2022,Q1,3,March,Latin America,Chile,Clothing,Formal Wear,Consumer,3,146.25,438.75,173.74,265.01,60.4
ORD-06246,2022-03-06,2022,Q1,3,March,Latin America,Chile,Electronics,Tablets,Consumer,1,91.91,91.91,73.16,18.75,20.4
ORD-05059,2022-03-06,2022,Q1,3,March,Asia Pacific,Australia,Clothing,Formal Wear,Small Business,1,192.8,192.8,87.55,105.25,54.59
ORD-06963,2022-03-06,2022,Q1,3,March,Asia Pacific,South Korea,Electronics,Laptops,Small Business,5,1442.47,7212.35,5666.79,1545.56,21.43
ORD-02093,2022-03-06,2022,Q1,3,March,Asia Pacific,Japan,Electronics,Accessories,Small Business,1,80.1,80.1,59.71,20.39,25.46
ORD-00564,2022-03-06,2022,Q1,3,March,Latin America,Colombia,Clothing,Sportswear,Government,1,103.37,103.37,40.22,63.15,61.09
ORD-03177,2022-03-07,2022,Q1,3,March,Asia Pacific,Australia,Clothing,Casual Wear,Small Business,1,55.87,55.87,23.06,32.81,58.73
ORD-09213,2022-03-07,2022,Q1,3,March,North America,Mexico,Furniture,Desks,Government,1,306.09,306.09,225.42,80.67,26.36
ORD-07996,2022-03-07,2022,Q1,3,March,Europe,France,Electronics,Smartphones,Corporate,1,466.42,466.42,330.51,135.91,29.14
ORD-07805,2022-03-07,2022,Q1,3,March,Latin America,Argentina,Office Supplies,Printers & Ink,Corporate,1,95.06,95.06,47.19,47.87,50.36
ORD-06930,2022-03-07,2022,Q1,3,March,Europe,France,Furniture,Lighting,Consumer,1,75.97,75.97,46.39,29.58,38.94
ORD-05401,2022-03-07,2022,Q1,3,March,Latin America,Colombia,Clothing,Sportswear,Consumer,1,57.19,57.19,33.82,23.37,40.86
ORD-09960,2022-03-07,2022,Q1,3,March,Asia Pacific,Australia,Electronics,Laptops,Small Business,1,863.72,863.72,640.19,223.53,25.88
ORD-07374,2022-03-08,2022,Q1,3,March,Europe,France,Electronics,Accessories,Small Business,1,58.6,58.6,47.93,10.67,18.21
ORD-00907,2022-03-08,2022,Q1,3,March,North America,Mexico,Furniture,Lighting,Government,3,188.29,564.87,317.0,247.87,43.88
ORD-00315,2022-03-08,2022,Q1,3,March,Europe,Italy,Electronics,Smartphones,Small Business,3,455.87,1367.61,1090.96,276.65,20.23
ORD-08786,2022-03-08,2022,Q1,3,March,Europe,France,Clothing,Accessories,Consumer,1,11.55,11.55,6.48,5.07,43.89
ORD-01289,2022-03-08,2022,Q1,3,March,North America,Mexico,Clothing,Sportswear,Consumer,1,34.99,34.99,18.71,16.28,46.52
ORD-07356,2022-03-08,2022,Q1,3,March,Asia Pacific,China,Electronics,Tablets,Government,2,546.85,1093.7,886.47,207.23,18.95
ORD-01833,2022-03-08,2022,Q1,3,March,Europe,Italy,Clothing,Sportswear,Consumer,1,65.46,65.46,28.83,36.63,55.95
ORD-02012,2022-03-08,2022,Q1,3,March,Asia Pacific,India,Furniture,Lighting,Corporate,1,85.32,85.32,53.43,31.89,37.37
ORD-07947,2022-03-08,2022,Q1,3,March,Latin America,Colombia,Clothing,Sportswear,Small Business,1,46.91,46.91,20.68,26.23,55.91
ORD-02541,2022-03-08,2022,Q1,3,March,Latin America,Brazil,Electronics,Laptops,Small Business,1,1437.13,1437.13,1176.32,260.81,18.15
ORD-05729,2022-03-08,2022,Q1,3,March,Europe,Spain,Office Supplies,Pens & Markers,Consumer,1,11.96,11.96,6.54,5.42,45.3
ORD-08266,2022-03-09,2022,Q1,3,March,North America,Mexico,Office Supplies,Printers & Ink,Small Business,1,43.23,43.23,26.43,16.8,38.86
ORD-08015,2022-03-09,2022,Q1,3,March,Latin America,Chile,Clothing,Casual Wear,Consumer,2,10.62,21.24,7.67,13.57,63.87
ORD-08571,2022-03-09,2022,Q1,3,March,Latin America,Chile,Clothing,Accessories,Corporate,1,57.92,57.92,30.23,27.69,47.81
ORD-05799,2022-03-09,2022,Q1,3,March,Asia Pacific,China,Office Supplies,Pens & Markers,Corporate,6,16.37,98.22,62.93,35.29,35.93
ORD-05699,2022-03-09,2022,Q1,3,March,Asia Pacific,China,Furniture,Desks,Consumer,7,120.09,840.63,573.76,266.87,31.75
ORD-00278,2022-03-09,2022,Q1,3,March,Latin America,Colombia,Electronics,Laptops,Small Business,1,662.94,662.94,478.93,184.01,27.76
ORD-01471,2022-03-09,2022,Q1,3,March,North America,Mexico,Furniture,Desks,Small Business,1,359.09,359.09,262.22,96.87,26.98
ORD-02973,2022-03-09,2022,Q1,3,March,North America,Canada,Furniture,Desks,Small Business,2,702.71,1405.42,1020.02,385.4,27.42
ORD-04674,2022-03-09,2022,Q1,3,March,Europe,Spain,Office Supplies,Organizers,Government,1,25.52,25.52,11.68,13.84,54.24
ORD-09504,2022-03-09,2022,Q1,3,March,North America,Canada,Electronics,Accessories,Consumer,4,21.38,85.52,64.01,21.51,25.15
ORD-03358,2022-03-09,2022,Q1,3,March,Europe,Spain,Electronics,Accessories,Small Business,1,87.29,87.29,64.78,22.51,25.79
ORD-03618,2022-03-09,2022,Q1,3,March,North America,United States,Furniture,Storage,Small Business,3,135.76,407.28,256.66,150.62,36.98
ORD-08068,2022-03-09,2022,Q1,3,March,Latin America,Chile,Office Supplies,Printers & Ink,Small Business,1,176.96,176.96,86.51,90.45,51.12
ORD-09835,2022-03-09,2022,Q1,3,March,Europe,France,Furniture,Desks,Corporate,1,865.47,865.47,562.63,302.84,34.99
ORD-02913,2022-03-09,2022,Q1,3,March,Europe,France,Office Supplies,Pens & Markers,Consumer,2,2.33,4.66,2.67,1.99,42.79
ORD-09972,2022-03-09,2022,Q1,3,March,Europe,Italy,Electronics,Smartphones,Small Business,6,337.12,2022.72,1437.91,584.81,28.91
ORD-05184,2022-03-10,2022,Q1,3,March,Asia Pacific,India,Furniture,Storage,Consumer,4,61.5,246.0,174.79,71.21,28.95
ORD-08945,2022-03-10,2022,Q1,3,March,Europe,Germany,Office Supplies,Pens & Markers,Government,1,15.27,15.27,6.89,8.38,54.87
ORD-05676,2022-03-10,2022,Q1,3,March,Europe,France,Electronics,Tablets,Government,1,478.82,478.82,343.4,135.42,28.28
ORD-07044,2022-03-10,2022,Q1,3,March,North America,Canada,Furniture,Desks,Small Business,1,560.23,560.23,353.33,206.9,36.93
ORD-06445,2022-03-10,2022,Q1,3,March,Latin America,Chile,Furniture,Office Chairs,Consumer,1,97.05,97.05,72.29,24.76,25.52
ORD-07776,2022-03-10,2022,Q1,3,March,Latin America,Argentina,Clothing,Casual Wear,Government,1,46.16,46.16,24.78,21.38,46.31
ORD-00254,2022-03-10,2022,Q1,3,March,North America,United States,Furniture,Office Chairs,Consumer,1,176.07,176.07,108.39,67.68,38.44
ORD-02511,2022-03-10,2022,Q1,3,March,Asia Pacific,Japan,Furniture,Lighting,Corporate,1,120.25,120.25,78.14,42.11,35.02
ORD-06147,2022-03-10,2022,Q1,3,March,Latin America,Chile,Office Supplies,Organizers,Consumer,1,28.15,28.15,13.25,14.9,52.92
ORD-04774,2022-03-10,2022,Q1,3,March,Latin America,Argentina,Electronics,Tablets,Corporate,3,444.8,1334.4,1082.04,252.36,18.91
ORD-02182,2022-03-11,2022,Q1,3,March,Latin America,Argentina,Furniture,Desks,Consumer,1,296.34,296.34,202.5,93.84,31.67
ORD-09014,2022-03-11,2022,Q1,3,March,Europe,France,Office Supplies,Paper & Notebooks,Small Business,1,5.29,5.29,3.43,1.86,35.18
ORD-06214,2022-03-11,2022,Q1,3,March,Latin America,Brazil,Office Supplies,Pens & Markers,Corporate,1,3.28,3.28,1.81,1.47,44.94
ORD-09460,2022-03-11,2022,Q1,3,March,Europe,Italy,Clothing,Accessories,Consumer,1,10.47,10.47,4.92,5.55,52.99
ORD-06850,2022-03-11,2022,Q1,3,March,Europe,France,Furniture,Storage,Government,1,368.29,368.29,266.29,102.0,27.7
ORD-04960,2022-03-11,2022,Q1,3,March,Latin America,Chile,Clothing,Formal Wear,Small Business,2,116.24,232.48,113.32,119.16,51.26
ORD-06705,2022-03-11,2022,Q1,3,March,Asia Pacific,South Korea,Electronics,Laptops,Government,1,2443.22,2443.22,1979.49,463.73,18.98
ORD-08289,2022-03-12,2022,Q1,3,March,Latin America,Colombia,Office Supplies,Organizers,Corporate,1,54.44,54.44,33.23,21.21,38.96
ORD-04137,2022-03-12,2022,Q1,3,March,Asia Pacific,Australia,Electronics,Smartphones,Corporate,2,994.0,1988.0,1507.2,480.8,24.19
ORD-03671,2022-03-13,2022,Q1,3,March,North America,Canada,Furniture,Office Chairs,Government,1,282.43,282.43,204.45,77.98,27.61
ORD-07185,2022-03-13,2022,Q1,3,March,Europe,Italy,Furniture,Desks,Corporate,1,768.61,768.61,496.07,272.54,35.46
ORD-04790,2022-03-13,2022,Q1,3,March,Latin America,Chile,Furniture,Office Chairs,Consumer,1,127.56,127.56,90.27,37.29,29.23
ORD-08661,2022-03-13,2022,Q1,3,March,Europe,Italy,Clothing,Casual Wear,Consumer,1,46.26,46.26,16.33,29.93,64.71
ORD-09015,2022-03-13,2022,Q1,3,March,North America,Mexico,Electronics,Laptops,Small Business,1,1157.34,1157.34,857.49,299.85,25.91
ORD-00827,2022-03-13,2022,Q1,3,March,Asia Pacific,India,Office Supplies,Organizers,Consumer,1,27.56,27.56,14.26,13.3,48.24
ORD-07899,2022-03-13,2022,Q1,3,March,Asia Pacific,India,Furniture,Lighting,Small Business,1,118.53,118.53,66.72,51.81,43.71
ORD-08287,2022-03-13,2022,Q1,3,March,North America,Canada,Clothing,Casual Wear,Consumer,1,20.2,20.2,11.41,8.79,43.51
ORD-04708,2022-03-14,2022,Q1,3,March,Europe,Spain,Electronics,Accessories,Consumer,1,33.03,33.03,26.77,6.26,18.96
ORD-06251,2022-03-14,2022,Q1,3,March,Asia Pacific,Australia,Electronics,Accessories,Consumer,1,8.19,8.19,5.94,2.25,27.53
ORD-08458,2022-03-14,2022,Q1,3,March,North America,Canada,Furniture,Lighting,Consumer,1,18.19,18.19,11.71,6.48,35.6
ORD-07379,2022-03-14,2022,Q1,3,March,Asia Pacific,South Korea,Clothing,Casual Wear,Consumer,1,18.63,18.63,7.27,11.36,61.0
ORD-07714,2022-03-14,2022,Q1,3,March,Europe,Italy,Electronics,Tablets,Government,1,485.88,485.88,358.89,126.99,26.14
ORD-05237,2022-03-14,2022,Q1,3,March,Asia Pacific,India,Electronics,Accessories,Corporate,2,134.2,268.4,213.52,54.88,20.45
